ACK_ID,Employer Identification Number (EIN),Name of plan,Administrator's telephone number,Date of Signature of plan administrator,Name of individual signing as plan administrator,Business Code,Industry,Plan year ending date,Plan sponsor's care of Name,Plan sponsor's DFE/DBA name,Date of plan sponsor signed,Name of individual signing as plan sponsor,Company Name,Plan Sponsor's mailing address 1,Plan Sponsor's mailing address 2,Plan Sponsor's mailing city or town,Plan Sponsor's mailing state or province,Plan Sponsor's mailing ZIP or postal code,County,Sponsor's telephone number,"Total number of active participants, BOY","Total number of active participants, EOY",Total of active/retired/separated/deceased of participants entl. to benefits ,"Number of DC plan participants with account balances, EOY","Total assets, BOY","Total assets, EOY",Total benefit payments,Adminexp,Total expenses,Total fidelity bond,Amount of Contributions Received or receivable in cash from Employers,Amount of Contributions Received or receivable in cash from Others (including rollovers),Amount of Contributions Received or receivable in cash from Participants,"Participant loans, EOY",Total Corrective distributions,Total Certain deemed distributions of participant loans,Applicable welfare feature codes from the List of Plan Characteristics Codes,Applicable pension feature codes from the List of Plan Characteristics Codes,planscore,Not 404(c) Compliant,No QDIA,No automatic enrollment,Insufficient fidelity bond,No 401(k) Provision,Failed to transmit payment on time,Corrective distribution was made,No 404(c) with participant directed accts,Loss from fraud or dishonesty,ParticswithBal,ActPartics,AvgPartContrib,AvgEmpContrib,AvgBalance,plantype,ProvName1,ProvRelation1,ProvFees1,ProvPosition1,ProvName2,ProvRelation2,ProvFees2,ProvPosition2,ProvName3,ProvRelation3,ProvFees3,ProvPosition3,ProvName4,ProvRelation4,ProvFees4,ProvPosition4,ProvName5,ProvRelation5,ProvFees5,ProvPosition5,ProvName6,ProvRelation6,ProvFees6,ProvPosition6,ProvName7,ProvRelation7,ProvFees7,ProvPosition7,ProvName8,ProvRelation8,ProvFees8,ProvPosition8,ProvName9,ProvRelation9,ProvFees9,ProvPosition9,ProvName10,ProvRelation10,ProvFees10,ProvPosition10,ProvName11,ProvRelation11,ProvFees11,ProvPosition11,ProvName12,ProvRelation12,ProvFees12,ProvPosition12,ProvName13,ProvRelation13,ProvFees13,ProvPosition13,ProvName14,ProvRelation14,ProvFees14,ProvPosition14
20250404122238NAL0006843363001,516018321,"DELAWARE NATURE SOCIETY, INC. 403(B) RETIREMENT PLAN",,20250404,DENNIS WILLIAMS,611000,Educational Services,20241231,,,20250404,DENNIS WILLIAMS,DELAWARE NATURE SOCIETY,3511 BARLEY MILL RD,,HOCKESSIN,DE,19707,New Castle County,(302) 239-2334,42,38,104,101," $5,523,401.00 "," $5,579,097.00 "," $825,778.00 ",," $825,778.00 "," $400,000.00 "," $64,842.00 "," $1,476.00 "," $165,889.00 ",,,,,2G2L2R2S2T,27,Y,,,Y,,,,Y,,101,38," $4,365.50 "," $1,706.37 "," $55,238.59 ",DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250827120349NAL0009538417001,800138348,CORP FINANCIAL LLC 401(K) PROFIT SHARING PLAN,,20250827,RUTH M. ROPER,541990,"All Other Professional, Scientific, and Technical Services",20241231,,,20250827,RUTH M. ROPER,CORP FINANCIAL LLC,"7050 FAIN PARK DRIVE, SUITE 12",,MONTGOMERY,AL,36117,Montgomery County,(334) 215-4499,11,11,14,14," $5,215,242.00 "," $5,578,004.00 "," $641,647.00 ",," $641,647.00 "," $500,000.00 "," $94,921.00 "," $184,495.00 "," $118,501.00 ",,,,,2E2G2J2K2R3D2A2T,56,Y,,Y,,,,,Y,,14,11," $10,772.82 "," $8,629.18 "," $398,428.84 ",DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250820075643NAL0001515795001,841174133,"XYBIX SYSTEMS, INC. 401(K) PLAN",(859) 386-4199,20250820,JEAN MOLONEY,541990,"All Other Professional, Scientific, and Technical Services",20241231,,,,JEAN MOLONEY,ERGOFLEX SYSTEMS INC DBA XYBIX SYSTEMS INC,8207 SOUTHPARK CIRCLE,,LITTLETON,CO,80120,Arapahoe County,(303) 683-5656,75,123,140,114," $4,545,751.00 "," $5,572,678.00 "," $434,865.00 "," $7,532.00 "," $442,397.00 "," $500,000.00 "," $294,454.00 "," $180,553.00 "," $509,888.00 ",, $ -    , $ -    ,,2R3D2J2K2F2G2T2S2E,39,,,,,,,,,,114,123," $4,145.43 "," $2,393.94 "," $48,883.14 ",DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251008125226NAL0005569681001,710569698,WILSON COMBAT 401(K) AND PROFIT SHARING PLAN,,20251008,DUANE WORMINGTON,332900,Other Fabricated Metal Product Manufacturing,20241231,,,,DUANE WORMINGTON,"WILSON'S GUN SHOP, INC.",2452 COUNTY ROAD 719,,BERRYVILLE,AR,72616,Carroll County,(870) 545-3618,174,199,229,128," $5,468,798.00 "," $5,571,826.00 "," $892,051.00 "," $10,664.00 "," $902,715.00 "," $500,000.00 "," $198,718.00 ",," $290,974.00 ",,,,,2E3H2G2J2K2R3D2F2T,24,,,Y,,,,,,,128,199," $1,462.18 ", $998.58 ," $43,529.89 ",DC,ASCENSUS LLC,RECORDKEEPER,"1,065","Recordkeeping and information management (computing, tabulating, data processing, etc.)",FUTUREPLAN (ASCENSUS),TPA,320,Distribution (12b-1) fees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250915190540NAL0002216224001,883786098,"HAWAII COFFEE COMPANY, LLC 401(K) SAVINGS PLAN",,20250915,SHANNON KANEKO,311900,Other Food Manufacturing,20241231,,,,SHANNON KANEKO,"HAWAII COFFEE COMPANY, LLC",1555 KALANI ST,,HONOLULU,HI,96817,Honolulu County,(808) 847-3600,101,99,102,58, $ -    ," $5,570,988.00 "," $344,287.00 "," $5,191.00 "," $349,478.00 ",," $85,003.00 "," $1,931,831.00 "," $131,941.00 ",, $ -    , $ -    ,,2F2G2J2K2E3D2T2R,29,,,Y,Y,,,,,,58,99," $1,332.74 ", $858.62 ," $96,051.52 ",DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250710221752NAL0005915137010,462681344,HANKINS SOLANO DENTAL CORPORATION PROFIT SHARING PLAN,,20250711,FERNANDO SOLANO,621210,Offices of Dentists,20241231,,,,FERNANDO SOLANO,HANKINS SOLANO DENTAL CORPORATION,1217 26TH STREET,,SACRAMENTO,CA,95816,Sacramento County,(916) 441-2366,8,10,10,10," $4,460,345.00 "," $5,566,168.00 ", $255.00 ," $55,336.00 "," $55,591.00 "," $450,000.00 "," $152,887.00 ", $ -    , $ -    ,, $ -    ,,,2A2E2G2R3D3H,49,Y,Y,,,Y,,,Y,,10,10,," $15,288.70 "," $556,616.81 ",DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251001195805NAL0021500386001,274955957,FLEMINGMARTIN RETIREMENT PLAN,,,,561300,Employment Services,20241231,,,,MARTIN MCMAHON,"FLEMINGMARTIN, L.L.C","2603 CAMINO RAMON, SUITE 264",,SAN RAMON,CA,94583,Contra Costa County,(925) 217-4268,10,9,12,12," $4,677,915.00 "," $5,564,648.00 ", $ -    ," $12,475.00 "," $12,475.00 "," $500,000.00 "," $168,106.00 ", $ -    ," $230,447.00 ",, $ -    ,,,2A2E2F2G2J2K2R3B3D,61,,Y,Y,,,,,,,12,9," $25,605.22 "," $18,678.45 "," $463,720.66 ",DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250618123430NAL0005765938001,934136878,SLOAT HIGGINS JENSEN & ASSOCIATES 401(K) PLAN,,20250618,KEVIN SLOAT,921000,"Executive, Legislative, and Other General Government Support",20241231,,,,KEVIN SLOAT,SLOAT HIGGINS JENSEN & ASSOCIATES,1215 K STREET,SUITE 1150,SACRAMENTO,CA,95814,Sacramento County,(916) 446-3007,8,8,10,10," $4,626,991.00 "," $5,563,923.00 ", $ -    , $ -    , $ -    ," $500,000.00 "," $168,027.00 ", $ -    ," $148,059.00 ",, $ -    ,,,2A2E2G2J2K2R3D,71,Y,Y,Y,,,,,Y,,10,8," $18,507.38 "," $21,003.38 "," $556,392.31 ",DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250723173913NAL0003759217001,204425085,SPI PROFIT SHARING PLAN,,20250723,SAL ITALIANO,541330,Engineering Services,20241231,,,,SAL ITALIANO,"SPI CONSULTING ENGINEERS, INC.","3641 MOUNT DIABLO BLVD, PO BOX 921",,LAFAYETTE,CA,94549,Contra Costa County,(925) 299-1341,4,4,4,4," $5,432,524.00 "," $5,560,848.00 "," $500,000.00 "," $43,177.00 "," $543,177.00 "," $500,000.00 "," $12,000.00 ", $ -    ," $24,000.00 ",, $ -    ,,,2A2E2J2K2F2G3D2R,31,,Y,Y,,,,,,,4,4," $6,000.00 "," $3,000.00 "," $1,390,212.00 ",DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250723144634NAL0008981826001,631102204,"EAST ALABAMA EAR, NOSE AND THROAT, P. C. PROFIT SHARING PLAN",,,,621111,Offices of Physicians (except Mental Health Specialists),20241231,,,,WILLIAM R. BLYTHE,"EAST ALABAMA EAR, NOSE AND THROAT, P.C.",1965 FIRST AVENUE,,OPELIKA,AL,36801,Lee County,(334) 705-0012,29,27,33,31," $4,939,286.00 "," $5,554,820.00 "," $236,118.00 ",," $260,426.00 "," $746,850.00 "," $167,323.00 ",," $149,832.00 ",," $10,051.00 "," $14,257.00 ",,3D2E2F2H2J2K2R2T,50,,,Y,,,,Y,,,31,27," $5,549.33 "," $6,197.15 "," $179,187.73 ",DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250605151208NAL0009241507001,562432646,LAWRENCE ACCOUNTANCY CORPORATION 401(K) PLAN AND TRUST,,20250605,JEFFREY LAWRENCE,541211,Offices of Certified Public Accountants,20241231,,,,JEFFREY LAWRENCE,LAWRENCE ACCOUNTANCY CORPORATION,"1602 THE ALAMEDA, SUITE 100",,SAN JOSE,CA,95126,Santa Clara County,(408) 289-8110,6,5,8,7," $3,948,458.00 "," $5,553,655.00 ",, $269.00 , $269.00 ," $100,000.00 "," $13,677.00 ",," $80,625.00 ",,,,,2E2F2G2J2K2R2T3D2A,81,,,Y,Y,,,,,,7,5," $16,125.00 "," $2,735.40 "," $793,379.31 ",DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251015085215NAL0002044147001,825346328,"MIDWEST AUTOMATION AND CUSTOM FABRICATION, INC. 401(K) PLAN",,,,238900,Other Specialty Trade Contractors,20241231,,,,MARK HARGROVE,"MIDWEST AUTOMATION AND CUSTOM FABRICATION, INC.",PO BOX 2582,,FT. SMITH,AR,729022582,Sebastian County,(918) 626-4000,39,84,96,82," $575,816.00 "," $5,546,878.00 "," $235,669.00 "," $41,028.00 "," $276,697.00 "," $350,000.00 "," $226,851.00 ",," $429,659.00 ",, $ -    ,,,2E2G2J2K2R3D,36,Y,Y,Y,,,,,Y,,82,84," $5,114.99 "," $2,700.61 "," $67,644.85 ",DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250722160104NAL0002606929001,870741106,GRYPHON 401(K) RETIREMENT PLAN,,,,541219,Other Accounting Services,20241231,,,,PATRICIA JOHNSON,"GRYPHON FINANCIAL GROUP, INC.",P.O. BOX 2110,,MORGAN HILL,CA,950382110,Santa Clara County,(408) 825-2500,73,72,80,53," $4,851,008.00 "," $5,541,925.00 "," $386,603.00 "," $5,419.00 "," $392,616.00 "," $485,102.00 "," $139,049.00 ",," $268,827.00 "," $130,706.00 ", $594.00 ,,,2F2G2J2R2T3D,48,,,Y,,,,Y,,,53,72," $3,733.71 "," $1,931.24 "," $104,564.63 ",DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250529120847NAL0007785009001,010678523,TSAI & TANG PROF. DENTAL CORP. 401(K) PROFIT SHARING PLAN,,20250529,HONG MING TANG,621210,Offices of Dentists,20241231,,,,HONG MING TANG,TSAI & TANG PROF. DENTAL CORP.,660 N. DIAMOND BAR BLVD. #198,,DIAMOND BAR,CA,91765,Los Angeles County,(909) 612-4666,4,4,4,4," $5,412,793.00 "," $5,539,754.00 ", $ -    , $ -    , $ -    ," $500,000.00 "," $35,981.00 ", $ -    ," $61,000.00 ",, $ -    , $ -    ,,2A2E2J2R3D,76,Y,Y,Y,,,,,Y,,4,4," $15,250.00 "," $8,995.25 "," $1,384,938.50 ",DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250603130555NAL0018391632001,952784805,"EYE PHYSICIANS MEDICAL/SURGICAL CENTER, INC. PROFIT SHARING PLAN",,,,621111,Offices of Physicians (except Mental Health Specialists),20241231,,,,GARY M. JACOBS MD,"EYE PHYSICIANS MEDICAL/SURGICAL CENTER, INC.",681 THIRD AVENUE,,CHULA VISTA,CA,91910,San Diego County,(619) 420-2111,21,21,23,23," $4,737,046.00 "," $5,539,242.00 "," $13,134.00 "," $27,404.00 "," $40,538.00 "," $500,000.00 "," $214,633.00 ", $ -    , $ -    ,, $ -    ,,,2A2E2R3D,38,Y,Y,,,Y,,,Y,,23,21,," $10,220.62 "," $240,836.61 ",DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250912123003NAL0001297969001,841318461,WYCKOFF AND ASSOCIATES PC 401K PLAN,,20250912,JEFFREY A WYCKOFF,541211,Offices of Certified Public Accountants,20241231,JEFF WYCKOFF,,20250912,JEFFREY A WYCKOFF,WYCKOFF & ASSOCIATES PC,3280 E WOODMEN RD STE 210,,COLORADO SPRINGS,CO,809203586,El Paso County,(719) 633-8607,17,18,23,23," $4,307,538.00 "," $5,539,064.00 "," $1,282.00 "," $4,307.00 "," $5,589.00 "," $500,000.00 "," $47,298.00 ",," $159,668.00 "," $55,113.00 ",,,,2E2G2J2R2K3D,55,Y,Y,Y,,,,,Y,,23,18," $8,870.44 "," $2,627.67 "," $240,828.88 ",DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250905113444NAL0010324019001,870723015,"JOHNSON DERMATOLOGY CLINIC, PLLC 401(K) PROFIT SHARING PLAN",(479) 649-3376,,,621111,Offices of Physicians (except Mental Health Specialists),20241231,,,,"SANDY JOHNSON, MD","JOHNSON DERMATOLOGY CLINIC, PLLC",5921 RILEY PARK DRIVE,,FORT SMITH,AR,72916,Sebastian County,(479) 649-3376,25,23,33,32," $4,726,100.00 "," $5,538,867.00 "," $135,062.00 "," $24,854.00 "," $159,916.00 "," $350,000.00 "," $153,809.00 "," $17,686.00 "," $126,661.00 "," $9,160.00 ", $ -    ,,,2A2D2E2F2G2J2K2R3D,50,,Y,Y,Y,,,,,,32,23," $5,507.00 "," $6,687.35 "," $173,089.59 ",DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250930100918NAL0016330227001,061156122,"ROLLERI & SHEPPARD CPAS, LLP 401(K) PROFIT SHARING PLAN",,,,541211,Offices of Certified Public Accountants,20241231,,,,JOHN ROLLERI,"ROLLERI & SHEPPARD CPAS, LLP",2150 POST ROAD 5TH FLOOR,,FAIRFIELD,CT,06824,Fairfield County,(203) 259-2727,19,20,28,25," $4,754,007.00 "," $5,533,346.00 "," $11,029.00 ", $475.00 ," $11,504.00 "," $500,000.00 "," $178,798.00 ", $ -    ," $182,346.00 "," $65,823.00 ", $ -    ,,,2A2E2F2G2J2R3D,57,,Y,Y,,,,,,,25,20," $9,117.30 "," $8,939.90 "," $221,333.84 ",DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250801085814NAL0015492610001,262649539,CUBES PRODUCTIONS INC PROFIT SHARING PLAN,,,,512100,Motion Picture and Video Industries,20241231,,,,MATTHEW LICHTENBERG,CUBES PRODUCTIONS INC,11812 SAN VICENTE BLVD 4TH FLOOR,,LOS ANGELES,CA,90049,Los Angeles County,(310) 914-1600,4,4,4,4," $5,014,377.00 "," $5,533,159.00 "," $183,386.00 "," $2,786.00 "," $186,172.00 "," $500,000.00 "," $108,677.00 ",,,,,,,2A2E2R3D,53,Y,Y,,,Y,,,Y,,4,4,," $27,169.25 "," $1,383,289.75 ",DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250926091512NAL0021279538001,650453184,"RAYMOND D. KIMSEY, D.M.D. PROFIT SHARING 401(K) PLAN",,20250926,MARK HENSELER FOR TRPC,621210,Offices of Dentists,20241231,,,,MARK HENSELER FOR TRPC,"RAYMOND D. KIMSEY, D.M.D.",3228 PONCE DE LEON BLVD.,,CORAL GABLES,FL,33134,Miami-Dade County,(305) 444-7345,5,6,10,9," $3,879,497.00 "," $5,532,619.00 "," $4,458.00 ", $60.00 ," $4,518.00 "," $400,000.00 "," $75,637.00 ", $ -    , $ -    ," $21,998.00 ", $ -    ,,,2A2E2F2G2J2K2R2T3D,93,,,Y,,,,,,,9,6,," $12,606.17 "," $614,735.44 ",DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250821072803NAL0007798818001,431968121,"THE CENTER FOR DERMATOLOGY, P.C. 401(K) PLAN",,20250821,AMY MORRIS,621399,Offices of All Other Miscellaneous Health Practitioners,20241231,,,,AMY MORRIS,"THE CENTER FOR DERMATOLOGY, P.C.","4310 OLD SHELL ROAD, SUITE D",,MOBILE,AL,36608,Mobile County,(251) 343-9100,17,19,28,27," $4,892,450.00 "," $5,531,899.00 "," $176,115.00 "," $41,439.00 "," $217,554.00 "," $500,000.00 "," $165,487.00 ",," $123,600.00 ",,,,,2E2J2K2F2G2R3D,38,,Y,Y,,,,,,,27,19," $6,505.26 "," $8,709.84 "," $204,885.14 ",DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250706205604NAL0007329506001,841314618,GHP INVESTMENT ADVISORS 401(K) PLAN,,,,523900,Other Financial Investment Activities,20241231,,,,SEBRINA IVEY,"GHP INVESTMENT ADVISORS, INC.",1290 N BROADWAY STE 1100,,DENVER,CO,80203,Denver County,(303) 831-5051,29,27,33,30," $4,631,525.00 "," $5,531,536.00 ", $394.00 , $210.00 , $604.00 ," $1,000,000.00 "," $109,148.00 ",," $356,133.00 ", $ -    ,,,,2A2E2J2K2F2G2R3D,57,,Y,Y,,,,,,,30,27," $13,190.11 "," $4,042.52 "," $184,384.53 ",DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240514084729NAL0056005136001,630663103,"THE PECK FUNERAL HOME, INC. & PECK-GLASGOW AGENCY, INC. 401(K) PLAN",,20240514,JAMES PECK,541990,"All Other Professional, Scientific, and Technical Services",20231231,,,20240514,JAMES PECK,"PECK-GLASGOW AGENCY, INC.",PO BOX 785,,HARTSELLE,AL,356400785,Morgan County,(256) 353-8902,47,43,48,47," $4,579,237.00 "," $5,526,703.00 "," $85,802.00 "," $16,869.00 "," $102,671.00 "," $500,000.00 "," $89,000.00 ", $ -    ," $150,066.00 "," $1,998.00 ", $ -    ,,,2E2G2J2R2T2U3D,34,Y,,Y,,,Y,,Y,,47,43," $3,489.91 "," $2,069.77 "," $117,589.42 ",DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250624183051NAL0017250146001,840793153,"UNITED PATHOLOGY SERVICES, P.C. PROFIT SHARING PLAN",,20250625,DAWN PAVOT,621399,Offices of All Other Miscellaneous Health Practitioners,20241231,,,,DAWN PAVOT,"UNITED PATHOLOGY SERVICES, P.C.",1067 S. HOVER STREET UNIT E #653,,LONGMONT,CO,80501,Boulder County,(303) 709-4393,3,3,3,3," $8,005,444.00 "," $5,525,361.00 "," $3,553,612.00 ",," $3,553,612.00 "," $200,000.00 "," $173,531.00 ", $ -    , $ -    ,, $ -    ,,,2E2G2R3D,68,Y,Y,,Y,Y,,,Y,,3,3,," $57,843.67 "," $1,841,787.00 ",DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250528132344NAL0004414643001,510340171,ABHA ARCHITECTS INC 401(K) PROFIT SHARING PLAN & TRUST,,20250528,SCOTT LESTER,541330,Engineering Services,20241231,,,,SCOTT LESTER,ABHA ARCHITECTS INC,1621 N LINCOLN ST,,WILMINGTON,DE,198062521,New Castle County,(302) 658-6426,19,19,25,25," $4,897,542.00 "," $5,523,674.00 "," $442,307.00 "," $15,105.00 "," $457,412.00 "," $400,000.00 "," $228,795.00 ", $ -    ," $223,363.00 ",, $ -    , $ -    ,,2A2E2F2G2J2R2T3D,68,,,Y,Y,,,,,,25,19," $11,755.95 "," $12,041.84 "," $220,946.95 ",DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250712140546NAL0019113602001,680378665,"BP INTERIORS, INC. 401(K) PROFIT SHARING PLAN",,20250711,MICHAEL OSBORNE,236200,Nonresidential Building Construction,20241231,,,,MICHAEL OSBORNE,"BP INTERIORS, INC.","8200 BERRY AVENUE, SUITE 180",,SACRAMENTO,CA,958281612,Sacramento County,(916) 446-5566,3,3,3,3," $3,677,289.00 "," $5,517,410.00 ", $ -    , $39.00 , $39.00 ," $500,000.00 "," $48,076.00 ", $ -    ," $62,747.00 ",, $ -    ,,,2A2E2F2G2J2K2R3D,90,,Y,Y,,,,,,,3,3," $20,915.67 "," $16,025.33 "," $1,839,136.63 ",DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251013152955NAL0003378194003,470930077,"CO HOME FINDER, INC. DBA 8Z CORP 401(K) PROFIT SHARING PLAN",,20251013,JONATHAN BARRETT,531390,Other Activities Related to Real Estate,20241231,,8Z CORP.,,JONATHAN BARRETT,"CO HOME FINDER, INC.",1904 PEARL ST.,,BOULDER,CO,80302,Boulder County,(303) 563-4111,41,41,79,72," $4,414,780.00 "," $5,517,121.00 "," $43,722.00 "," $3,748.00 "," $47,470.00 "," $1,000,000.00 "," $74,100.00 ", $ -    ," $316,748.00 "," $2,989.00 ", $ -    ,,,2E2G2J2K2R3D,48,Y,Y,Y,,,,,Y,,72,41," $7,725.56 "," $1,807.32 "," $76,626.68 ",DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250611164456NAL0046532210001,841122900,"TST, INC. CONSULTING ENGINEERS 401(K) PROFIT SHARING PLAN",,20250611,JULIA SHARP,541330,Engineering Services,20241231,,,20250611,DONALD TARANTO,"TST, INC. CONSULTING ENGINEERS",748 WHALERS WAY,SUITE 200,FORT COLLINS,CO,80525,Larimer County,(970) 226-0557,23,21,28,28," $4,559,911.00 "," $5,516,743.00 "," $67,525.00 "," $13,499.00 "," $81,024.00 "," $456,000.00 "," $117,915.00 ",," $272,040.00 ",,,,,2E2F2G2J2K2R2S2T3D3H,68,,,,,,,,,,28,21," $12,954.29 "," $5,615.00 "," $197,026.53 ",DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250925062932NAL0003380563001,943100159,BHINDI JEWELLERS 401K PLAN,,,,448310,Jewelry Stores,20241231,,,,DHANESH BHINDI,BHINDI JEWELLERS,18508 PIONEER BLVD,,ARTESIA,CA,90701,Los Angeles County,(562) 402-8755,84,83,92,83," $5,435,419.00 "," $5,514,529.00 "," $1,724,095.00 "," $22,929.00 "," $1,747,024.00 "," $500,000.00 "," $182,551.00 "," $3,859.00 "," $477,573.00 "," $54,290.00 ",,,,2A2E2K2J2R3D,41,Y,Y,Y,,,,,Y,,83,83," $5,753.89 "," $2,199.41 "," $66,440.11 ",DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250613100533NAL0028576144001,161647405,"ENDODONTICS, LLC 401(K) PROFIT SHARING PLAN",,,,621210,Offices of Dentists,20241231,,,,BRUCE CHA,"ENDODONTICS, LLC",60 WASHINGTON AVENUE - SUITE 202,,HAMDEN,CT,06518,New Haven County,(203) 281-6574,8,11,16,11," $4,733,696.00 "," $5,513,893.00 ",,, $72.00 ," $4,740,000.00 "," $35,440.00 ",," $68,840.00 ",,,,,2E2F2G2J2K2R3D,53,,Y,Y,,,,,,,11,11," $6,258.18 "," $3,221.82 "," $501,263.00 ",DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251014172436NAL0003383633001,831016946,VALUE ADVISORS 401(K) PROFIT-SHARING PLAN,,,,541211,Offices of Certified Public Accountants,20241231,,,,KELLY ALLEN,LEVEL ADVISORS,"24632 SAN JUAN AVE., STE. 230",,DANA POINT,CA,92629,Orange County,(949) 404-4986,7,7,11,11," $4,691,427.00 "," $5,513,758.00 "," $2,911.00 "," $8,612.00 "," $11,523.00 ",," $25,383.00 ", $ -    ," $54,587.00 ",, $ -    ,,,2A2E2F2G2J2K2R2T3D,66,,,Y,Y,,,,,,11,7," $7,798.14 "," $3,626.14 "," $501,250.72 ",DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250508114632NAL0008801379001,770368485,"GRASPOINTNER MANAGEMENT COMPANY, INC. 401(K) PROFIT SHARING PLAN",,,,722300,Special Food Services,20241231,,,,DENNIS GRASPOINTNER,"GRASPOINTNER MANAGEMENT COMPANY, INC.","2250 ROCKEFELLER DRIVE, SUITE 7",,CERES,CA,953077243,Stanislaus County,(209) 857-4302,144,133,143,43," $4,834,098.00 "," $5,506,840.00 "," $216,320.00 "," $29,197.00 "," $245,517.00 "," $500,000.00 "," $85,830.00 ",," $239,319.00 "," $153,431.00 ",,,,2E2J2K2F2G2R3D3H2A2T,21,,,Y,,,,,,,43,133," $1,799.39 ", $645.34 ," $128,066.05 ",DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250411185730NAL0026725713001,941652163,"LESSER'S MIRROR HOUSE, INC. PROFIT SHARING PLAN",,20250411,ADAM LESSER,327210,Glass and Glass Product Manufacturing,20241231,,,,ADAM LESSER,"LESSER'S MIRROR HOUSE, INC.",2982 HILLSDALE DR.,,PLEASANT HILL,CA,94523,Contra Costa County,(415) 999-5658,12,12,15,13," $4,854,432.00 "," $5,505,358.00 "," $15,000.00 "," $24,877.00 "," $39,877.00 "," $1,600,000.00 "," $105,200.00 ", $ -    ," $23,000.00 ",, $ -    , $ -    ,,2E2F2H2J2K2R2T3D,38,,,Y,,,,,,,13,12," $1,916.67 "," $8,766.67 "," $423,489.06 ",DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
